Attr1;Attr2;Attr3;Attr4;Attr5;Attr6;Attr7;Attr8;Attr9;Attr10;Attr11;Attr12;Attr13;Attr14;Attr15;Attr16;Attr17;Attr18;Attr19;Attr20;Attr22;Attr23;Attr24;Attr25;Attr26;Attr28;Attr30;Attr31;Attr32;Attr33;Attr34;Attr35;Attr36;Attr38;Attr39;Attr40;Attr41;Attr42;Attr43;Attr44;Attr45;Attr46;Attr47;Attr48;Attr49;Attr50;Attr51;Attr52;Attr53;Attr54;Attr56;Attr57;Attr58;Attr59;Attr60;Attr61;Attr62;Attr63;Attr64;Class;Sample
0,036828;0,65579;-0,05408;0,88321;-31,483;0,036828;0,047663;0,38117;1,0277;0,24997;0,047663;0,10293;0,038417;0,047663;2273,5;0,16054;1,5249;0,047663;0,017391;22,83;0,065181;0,013438;0,047663;0,24997;0,14402;-0,091504;0,23691;0,017391;63,38;5,7589;0,099393;0,065181;2,7575;0,44269;0,023784;0,019862;0,17557;0,023784;53,246;30,416;0,21484;0,51304;23,462;0,00756;0,002759;0,62365;0,46307;0,17364;0,42295;0,74904;0,026931;0,14733;0,97307;0,77101;15,988;12;61,673;5,9183;4,6371;B;U
-0,066447;1,1808;-0,38795;0,66667;-169,7;-0,13503;-0,066447;-0,15298;1,2625;-0,18064;-0,066447;-0,057092;-0,052632;-0,066447;-6486,1;-0,056274;0,84691;-0,066447;-0,052632;74,423;-0,048638;-0,052632;-0,066447;-0,20148;-0,056274;-1,7287;0,93104;-0,038519;382,21;1,2029;1,1856;-0,040508;1,3513;-0,17214;-0,032086;0,017117;-0,80922;-0,038526;218,56;144,14;-0,25812;0,2383;67,115;-0,048638;-0,038526;0,65711;1,1638;0,83134;-0,80495;-0,76708;0,11965;0,36784;0,89411;-0,047042;4,9044;2,5323;336,48;1,0848;5,6257;B;U
-0,060226;1,4832;-1,2566;0,15277;-342,26;-0,060226;-0,060226;-0,43995;0,93045;-0,65254;-0,060226;-0,040606;-0,004076;-0,060226;-96176;-0,003795;0,67422;-0,060226;-0,04361;26,948;-0,063423;-0,04361;-0,060226;-0,65254;-0,003795;-1,6248;1,0624;-0,04361;364,74;1,0007;-0,042761;-0,063423;1,5367;-0,65254;-0,045925;0,011186;-5,5254;-0,045925;55,503;28,555;-0,59069;0,084029;25,073;-0,11802;-0,085459;0,15277;1,4832;0,99929;-0,84371;-0,84371;-0,074749;0,092296;1,0747;0;13,545;12,782;392,01;0,93111;1,7856;B;U
-0,22723;0,59823;-0,26272;0,56084;-196,78;-0,22723;-0,22723;0,49599;0,79454;0,29672;-0,22723;-0,37983;-0,18717;-0,22723;-1339,3;-0,27253;1,6716;-0,22723;-0,26086;123,31;-0,21676;-0,26086;-0,22723;0,29672;-0,27253;-0,39536;0,68167;-0,26086;199,17;1,8326;-0,36233;-0,21676;0,92088;0,29672;-0,24884;0,019443;-0,12892;-0,24884;135,72;12,401;-0,77213;0,068915;97,978;-0,28095;-0,32254;0,56084;0,59823;0,54567;0,44653;0,44653;-0,25859;-0,76581;1,2586;0;2,9599;29,432;250,67;1,4561;1,3109;B;U
-0,29821;0,95849;-0,24481;0,65565;-54,627;0;-0,29413;0,043294;2,0902;0,041496;-0,25645;-0,41372;-0,1187;-0,29413;-1410,1;-0,25885;1,0433;-0,29413;-0,14072;18,076;-0,2669;-0,14267;-0,24406;-0,11816;-0,26311;-0,45862;0,3947;-0,12484;120,03;3,3183;2,4612;-0,071614;2,1026;0,28507;-0,034262;0,19152;-0,14465;-0,12769;57,619;39,544;-2,8809;0,33712;16,016;-0,31292;-0,14971;0,4863;0,71093;0,30136;0,077738;0,53404;-0,034246;-7,1864;1,122;5,8697;20,193;9,2303;124,14;2,9401;3,9158;B;U
-0,044586;0,67531;0,048843;1,0866;-124,89;0;-0,044586;0,4808;0,92976;0,32469;-0,024311;-0,079095;-0,047955;-0,044586;-5528,4;-0,066023;1,4808;-0,044586;-0,047955;160,08;-0,024335;-0,047955;-0,04011;0,28866;-0,066023;0,12606;0,64806;-0,029698;247,49;1,8473;1,542;-0,10826;1,017;0,38692;-0,11644;0,13323;-0,92503;-0,026173;210,99;50,908;-0,10934;0,36327;142,93;0;0;0,90705;0,5637;0,67806;0,838;0,99862;0,10585;-0,13732;1,0438;0,19167;2,2801;7,1698;221,3;1,6494;2,3997;B;U
-0,29011;1,8334;-1,029;0,26147;-391,55;-0,29011;-0,30126;-0,45456;0,75356;-0,83338;-0,30126;-0,21621;-0,34409;-0,30126;-2458,2;-0,14848;0,54544;-0,30126;-0,38079;36,947;-0,26723;-0,3667;-0,30126;-0,83338;-0,1424;-1,6188;2,0849;-0,38079;484,42;0,75347;-0,14576;-0,26723;0,79349;-0,39337;-0,33778;0,13284;-0,25305;-0,33778;82,69;45,743;-3,6227;0,204;27,842;-0,29627;-0,37449;0,19872;1,3934;1,3272;-1,311;-0,61883;-0,32703;0,34812;1,327;-0,52798;9,8791;7,9793;642,84;0,56779;1,2446;B;U
-0,023331;0,82528;-0,10127;0,87729;-113,55;-0,023331;-0,017118;0,19814;0,9621;0,16353;-0,017118;-0,020742;-0,006916;-0,017118;-55503;-0,006576;1,2117;-0,017118;-0,021813;70,031;0,058142;-0,029729;-0,017118;0,16353;-0,014103;-0,36693;1,0504;-0,021813;369,29;0,98838;0,07045;0,058142;0,87844;0,16353;0,074087;0,003283;0,38854;0,074087;335,48;265,45;-0,15494;0,69484;67,377;0,046451;0,059189;0,87729;0,82528;1,0118;0,59252;0,59252;-0,039393;-0,14267;1,0394;0;5,212;1,375;383,84;0,95092;2,8436;B;U
0,15081;0,52424;0,19509;1,4356;-68,704;0;0,15081;0,90737;1,0848;0,47568;0,15081;0,33673;0,13903;0,15081;1268,8;0,28768;1,9075;0,15081;0,13903;132,78;0,17477;0,13903;0,15081;0,15081;0,28768;0,54654;0,47738;0,16097;175,68;2,3346;1,9945;0,039537;1,2312;0,47568;0,036446;0,014329;0,099986;0,16111;214,18;81,407;0,38218;0,8954;137,75;0,17477;0,16111;1,2265;0,44788;0,42835;1,3326;1,3326;0,14218;0,31704;0,75614;0;2,749;4,4836;150,7;2,4221;3,039;B;U
0,005456;0,50665;0,1249;1,5233;-25,253;0,005456;0,006275;0,89959;1,0094;0,45578;0,006275;0,026291;0,049443;0,006275;4273,1;0,085418;1,9737;0,006275;0,007169;73,155;0,006225;0,006233;0,006275;0,45578;0,083801;0,19625;0,57694;0,007169;100,47;3,6329;0,012286;0,006225;0,90585;0,72375;0,007112;0,039201;0,38534;0,007112;147,71;74,557;0,031101;0,78828;73,845;-0,030777;-0,035162;0,71761;0,23869;0,27527;0,71616;1,1372;0,009353;0,011971;0,99065;0,58793;4,9894;4,8956;99,532;3,6672;1,3754;B;U
-0,21272;0,86537;-0,040962;0,94217;-149,11;-0,21272;-0,25955;0,10975;0,89562;0,094976;-0,25955;-0,36641;-0,16298;-0,25955;-1578,4;-0,23125;1,1556;-0,25955;-0,21139;148,87;-0,07804;-0,17325;-0,25955;0,094976;-0,17713;-0,12315;0,70217;-0,21139;188,59;1,9354;-0,090181;-0,07804;1,2981;0,25199;-0,063558;0,006586;-1,5293;-0,063558;197,01;48,137;-0,42476;0,23519;133,33;-0,13748;-0,11197;0,77122;0,70836;0,51669;0,28555;0,75762;-0,11654;-2,2397;1,1165;1,6532;2,4518;7,5826;210,57;1,7334;3,6916;B;U
-0,2083;1,0137;0,060076;1,0708;-2,6971;-0,029251;-0,20708;-0,01347;6,7449;-0,013654;-0,16328;-0,2439;-0,02156;-0,20708;-2544,4;-0,14345;0,9865;-0,20708;-0,030702;5,7714;-0,16691;-0,030883;0,015616;-0,23525;-0,14466;0,66012;0,14875;-0,025108;45,351;8,1841;6,8548;-0,08835;6,7851;0,026688;-0,013099;0,018142;-0,32106;-0,024746;48,364;42,593;-1,9532;0,14375;5,6021;-0,22857;-0,033889;0,89685;0,84905;0,12219;-0,15003;0,29325;-0,013135;15,256;1,0241;-2,9546;63,243;8,5696;45,947;7,944;74,113;B;U
0,14429;0,38287;0,29431;1,9785;10,401;0,14429;0,17202;1,0239;1,06;0,39202;0,17202;0,57194;0,11242;0,17202;643,82;0,56693;2,6119;0,17202;0,089098;44,437;0,14004;0,074732;0,17202;0,39202;0,49448;0,72686;0,17865;0,089098;60,27;6,0561;0,36577;0,14004;2,0726;0,47412;0,072533;0,15256;0,068012;0,072533;103,83;59,39;0,61384;1,197;47,101;0,095004;0,049207;1,5543;0,30077;0,16512;0,96816;1,1709;0,056563;0,36806;0,94344;0,20942;8,2139;6,1458;56,861;6,4192;4,7682;B;U
-0,08105;0,60952;-0,42799;0,29783;-241,86;0;-0,08105;0,64066;0,74417;0,3905;-0,049139;-0,13297;0,076419;-0,08105;3912,1;0,093301;1,6406;-0,08105;-0,10891;3,2242;-0,049121;-0,10891;-0,08105;0,16566;0,093301;-0,5229;0,70257;-0,066032;280,14;1,3069;1,3069;-0,04997;0,74746;0,3905;-0,067149;0,15528;0,2288;-0,066008;42,614;39,39;-12,33;0,28704;3,012;-0,18704;-0,25134;0,29783;0,60952;0,76516;0,4771;0,4771;-0,067173;-0,20756;1,1084;0;113,21;9,2662;298,96;1,2209;0,90921;B;U
0,16399;0,29614;0,49262;2,6634;50,461;0,16399;0,20364;2,2065;1,049;0,65343;0,20364;0,68763;0,13566;0,20364;449,57;0,81188;3,3767;0,20364;0,1149;45,719;0,088555;0,092533;0,20364;0,65343;0,67802;2,3321;0,16356;0,1149;63,981;5,7049;0,29903;0,088555;1,9454;0,65343;0,049967;0,15276;0,077671;0,049967;153,13;107,41;0,73874;1,9138;47,961;0,051758;0,029204;2,6634;0,29614;0,17529;3,0934;3,0934;0,046731;0,25098;0,95327;0;7,9835;3,3982;60,991;5,9845;8,3901;B;U
0,020157;0,7657;0,11621;1,1557;-90,899;0,020157;0,024839;0,30591;1,0161;0,23424;0,024839;0,033283;0,029398;0,024839;4510,2;0,080928;1,306;0,024839;0,011784;108,52;0,038902;0,009563;0,024839;0,23424;0,074813;0,84565;0,35335;0,011784;131,32;2,7795;0,050806;0,038902;2,142;0,25364;0,018456;0,033189;0,3311;0,018456;145,06;36,54;0,032162;0,31594;110,28;0,001775;0,000842;1,1264;0,7463;0,35977;1,7045;1,8456;0,015892;0,086052;0,98411;0,082827;3,3633;9,989;129,23;2,8244;15,338;B;U
-0,09679;0,45635;-0,076122;0,82776;-51,917;0;-0,09679;1,1913;1,723;0,54365;-0,092339;-0,219;-0,009501;-0,09679;-10175;-0,035871;2,1913;-0,09679;-0,056177;35,299;-0,092615;-0,056177;-0,1771;0,16493;-0,035871;-0,12004;0,24233;-0,056177;88,75;4,1189;3,989;-0,094698;1,7281;0,54365;-0,054962;0,10637;-1,2474;-0,053753;67,542;32,243;-0,58088;0,48339;33,41;-0,17304;-0,10043;0,80166;0,44196;0,24278;0,85727;0,85727;-0,054951;-0,17804;1,0534;0;10,34;11,32;93,627;3,8985;2,7169;B;U
-0,7981;1,7619;-1,1056;0,37251;-271,16;-0,7981;-0,7981;-0,45677;0,78414;-0,80481;-0,7981;-0,45297;-0,4021;-0,7981;-863,17;-0,42286;0,56756;-0,7981;-0,43073;124,1;-0,67303;-0,43073;-0,7981;-0,80481;-0,42286;-3,2176;0,94424;-0,43073;272,16;1,3411;-0,38198;-0,67303;1,8881;-0,80481;-0,36323;0,009458;-0,093433;-0,36323;126,01;1,9127;-1,2669;0,014969;97,308;-0,72607;-0,39186;0,37251;1,7619;0,74564;-2,3422;-2,3422;-0,27529;0,99167;1,2753;0;2,9413;190,83;347,08;1,0516;5,3925;B;U
-0,42984;1,9583;-1,4403;0,26437;-198,32;-1,1621;-0,45058;-0,48934;2,9375;-0,95825;-0,3881;-0,23012;-0,11547;-0,45058;-2107,2;-0,17321;0,51066;-0,45058;-0,15339;42,233;-0,3881;-0,14633;-0,38273;-1,4783;-0,16262;-2,986;0,66662;-0,14083;215,72;1,7086;1,7083;-0,37517;2,9569;-0,95825;-0,12772;0,000684;-0,23589;-0,13212;64,153;21,92;-1,2647;0,17427;37,084;-0,49948;-0,17003;0,26434;1,958;0,58529;-1,9866;-1,9866;-0,12781;0,44857;1,1314;0;8,6426;16,651;243,29;1,5003;6,0899;B;U
-0,32347;0,56456;-0,35142;0,32282;-187,8;0;-0,32347;0,7713;0,38384;0,43544;-0,26967;-0,62331;-0,32353;-0,32347;-1659,4;-0,21996;1,7713;-0,32347;-0,84271;3,2667;-0,26967;-0,84271;-0,32347;-0,405;-0,21996;-0,42214;1,0885;-0,71618;218,32;1,7049;1,5672;-0,48376;0,6151;0,48105;-1,2603;0,28803;-0,26736;-0,70256;17,167;13,901;-94,16;0,3162;1,4172;-0,46895;-1,2217;0,29674;0,51895;0,58653;0,52307;0,57786;-1,2603;-0,74285;1,5259;0,10474;111,73;26,258;493,48;0,73965;0,46108;B;U
-0,20769;0,96566;-0,40473;0,44811;-335,34;-0,74007;-0,20453;0,035564;0,50133;0,034343;-0,17646;-0,27889;-0,2701;-0,20453;-2603;-0,14022;1,0356;-0,20453;-0,40797;145,37;-0,18246;-0,41427;-0,19879;-0,94609;-0,1435;-0,60283;1,9026;-0,36628;410,4;0,98729;0,74978;-0,15085;0,54752;0,15531;-0,3009;0,023824;-0,28399;-0,36396;226,54;81,165;-1,0402;0,29609;100,66;-0,25158;-0,50183;0,34031;0,73334;1,0129;0,051152;0,23133;-0,30096;-6,0475;1,3224;3,5223;2,5108;4,497;533,92;0,68362;0,74672;B;U
0,024859;0,39192;0,5577;2,5185;-0,32995;0;0,024859;1,5515;2,3911;0,60808;0,041802;0,067685;0,021996;0,024859;2719,9;0,1342;2,5515;0,024859;0,010396;82,149;0,04058;0,010396;0,1923;0,46185;0,1342;7,4301;0,15852;0,010763;55,482;6,6044;6,1889;-0,025037;2,4673;0,60808;-0,010471;0,094329;0,19123;0,016972;135,91;53,76;0,046193;1,5596;80,981;0,012844;0,005372;2,3601;0,36727;0,15142;8,1011;8,1011;-0,010489;0,040881;0,98307;0;4,4431;6,7894;56,064;6,5104;31,855;B;U
0,16541;2,6107;-2,1846;0,16321;-741,73;0,16541;0,24012;-0,62911;0,73995;-1,6424;0,24012;0,091977;0,35156;0,24012;2725,4;0,13392;0,38304;0,24012;0,24145;131,63;0,5616;0,16632;0,24012;-1,6424;0,10531;-3,8065;2,6207;0,24145;708,99;0,51482;0,21512;0,5616;2,1359;-1,6424;0,5647;0,001795;0,12789;0,5647;154,66;23,027;0,4612;0,025828;97,399;0,45209;0,45458;0,16321;2,6107;1,9424;-2,8617;-2,8617;-0,35144;-0,10071;1,3514;0;2,7729;15,851;958,15;0,38094;1,7329;B;U
-0,051974;0,66556;-0,09126;0,85673;-83,251;-0,051974;-0,058533;0,50169;0,98247;0,3339;-0,058533;-0,091891;0,01379;-0,058533;9326,6;0,039135;1,5025;-0,058533;-0,03099;63,873;-0,04162;-0,027517;-0,058533;0,3339;0,04899;-0,20089;0,34334;-0,03099;120,94;3,0181;-0,062534;-0,04162;1,9477;0,36249;-0,022035;0,031862;0,50935;-0,022035;101,54;37,664;-0,15725;0,33784;62,754;-0,1262;-0,066816;0,81994;0,63698;0,33133;0,73502;0,79794;-0,017838;-0,15566;1,0178;0,085601;5,7145;9,6911;123,09;2,9652;4,1578;B;U
-0,28826;0,41209;0,58024;2,408;46,442;-0,94984;-0,28826;1,4266;1,8956;0,58791;-0,27735;-0,6995;-0,14922;-0,28826;-531,76;-0,6864;2,4266;-0,28826;-0,15207;52,774;-0,28367;-0,15207;-0,239;-1,1728;-0,6864;75,658;0,21108;-0,1494;66,315;5,7216;5,7216;-0,37259;2,0805;0,58791;-0,19655;0,03554;-0,049363;-0,14965;188,25;135,48;-1,0517;1,7429;42,428;-0,28907;-0,15249;2,408;0,41209;0,17478;76,658;76,658;-0,19655;-0,49031;1,1386;0;6,9163;2,6941;79,349;4,5999;247,17;B;U
-0,1829;0,70765;-0,34746;0,40352;-127,77;-0,1829;-0,1829;0,25046;0,90291;0,17724;-0,1829;-0,31399;-0,086646;-0,1829;-2249,3;-0,16227;1,4131;-0,1829;-0,13801;37,28;-0,17277;-0,13801;-0,1829;0,17724;-0,16227;-0,45423;0,53069;-0,13801;144,86;2,5197;-0,24415;-0,17277;1,3621;0,30237;-0,13037;0,031406;-0,22221;-0,13037;59,699;22,42;-1,3513;0,17115;33,66;-0,24085;-0,18173;0,33217;0,58252;0,39687;0,2317;0,39528;-0,10753;-1,032;1,1075;0,706;9,7909;16,28;160,43;2,2751;1,7325;B;U
0,04701;0,66858;0,23175;1,3466;1,8367;0;0,05804;0,49594;4,4732;0,33157;0,064539;0,086811;0,018699;0,05804;2917,6;0,1251;1,4957;0,05804;0,012975;16,828;0,064531;0,010509;0,05804;0,16407;0,10861;2,3404;0,13803;0,012975;55,353;6,5941;6,5941;0,064531;4,4732;0,33157;0,014426;0,081224;0,24726;0,014426;69,034;52,206;0,22795;0,38968;17,074;0,038928;0,008703;1,3466;0,66858;0,15165;3,3486;3,3486;0,014417;0,14178;0,98558;0;21,69;6,9916;54,555;6,6906;45,175;B;U
0,066157;0,58702;0,55291;2,2826;-58;0;0,08143;0,70351;1,8536;0,41298;0,11637;0,1889;0,059604;0,08143;1939,3;0,18821;1,7035;0,08143;0,04393;162,43;0,083046;0,03569;0,18231;0,26054;0,16219;34,545;0,28527;0,062762;88,775;4,1115;3,0193;0,081217;1,8611;0,54254;0,043815;0,15573;0,17455;0,044802;180,54;18,112;0,080201;2,0692;169,87;0,053992;0,029128;1,6762;0,43108;0,24322;25,802;33,897;0,043815;0,16019;0,95235;0,31375;2,2471;20,153;84,885;4,2999;115,81;B;U
0,06005;0,71281;-0,036524;0,92321;-41,19;0,06005;0,063088;0,34221;1,0644;0,24393;0,063088;0,13265;0,072239;0,063088;2799,9;0,13036;1,4029;0,063088;0,049045;27,511;0,077288;0,046683;0,063088;0,24393;0,1261;-0,065114;0,54744;0,049045;143,65;2,5409;0,10843;0,077288;1,3122;0,48114;0,060085;0,021028;0,21877;0,060085;121,75;94,244;0,61937;0,71936;29,283;0,047453;0,036891;0,61599;0,47561;0,39356;0,43489;0,85777;0,060528;0,24617;0,93947;0,97241;13,267;3,8729;134,96;2,7046;2,2933;B;U
0,058282;0,9393;-0,003252;0,99654;-56,702;0;0,084407;0,064934;2,6098;0,060992;0,18258;0,089862;0,032756;0,084407;4010,6;0,09101;1,0646;0,084407;0,032343;49,651;0,096233;0,022332;0,084407;0,058282;0,063197;-0,050792;0,28593;0,032407;137,69;2,9308;2,9308;0,11967;2,9356;0,060992;0,045857;0,28558;0,32175;0,036874;93,398;43,747;0,16417;0,66353;47,07;0,095154;0,036461;0,99654;0,9393;0,34121;0,95259;0,95259;0,045898;0,95557;0,93777;0;7,3513;8,3434;131,37;2,7784;40,76;B;U
0,05761;0,82157;0,057439;1,0767;-26,631;-0,045056;0,075289;0,21718;2,2049;0,17843;0,091722;0,10047;0,034146;0,075289;3982,9;0,091641;1,2172;0,075289;0,034146;29,581;0,090715;0,026128;0,39626;0,013708;0,070122;0,29729;0,32236;0,041597;136,23;2,7015;2,464;0,091705;2,2049;0,24957;0,041592;0,18588;0,30189;0,041143;110,5;80,918;0,3224;0,83819;32,219;0,090715;0,041143;0,98202;0,74935;0,37017;0,92353;1,2917;0,089382;0,32287;0,92558;0,39867;12,339;4,5107;124,05;2,9424;11,412;B;U
0,093201;0,90588;0,006192;1,008;-654,26;-0,41946;0,096272;0,10394;0,033845;0,094155;0,13344;0,12488;4,0005;0,096272;2442;0,14947;1,1039;0,096272;2,8445;1643,5;0,13344;2,7538;0,096272;-0,10399;0,14608;0,027735;26,211;2,8445;3221,5;0,16124;0,13722;-0,053492;0,25775;0,18657;-1,5805;0,035486;0,17498;3,9427;8085,4;6441,9;0,61157;0,23317;447,49;0,094316;2,7867;0,85783;0,7709;6,2017;0,42173;0,83567;-1,5807;0,98987;0,48227;0,98152;0,22209;0,05666;8313,7;0,043904;0,1516;B;U
0,032074;0,6843;0,18271;1,267;-15,784;0,032074;0,043594;0,36152;1,0066;0,24739;0,043594;0,063705;0,022154;0,043594;3405,1;0,10719;1,4613;0,043594;0,013166;35,896;0,041894;0,009687;0,043594;0,24739;0,090359;1,3739;0,20539;0,013166;75,931;4,807;0,061221;0,041894;3,3517;0,24739;0,012653;0,006192;0,31398;0,012653;95,108;59,212;0,098498;0,79114;36,132;0,012135;0,003665;1,267;0,6843;0,20803;1,8603;1,8603;0,006538;0,12965;0,99346;0;10,168;6,1643;75,434;4,8387;24,898;B;U
-0,47658;0,9755;0,2342;1,3083;15,209;-0,27157;-0,47339;0,025129;4,4049;0,024514;-0,47339;-0,62323;-0,10747;-0,47339;-752,15;-0,48528;1,0251;-0,47339;-0,10747;2,1365;-0,41456;-0,10819;-0,76019;-0,46051;-0,48855;37,628;0,20604;-0,1021;61,083;6,4945;5,057;-0,30518;4,5186;0,23437;-0,069281;0,089386;-0,078437;-0,094112;76,72;74,583;-18,484;0,12333;1,9078;-0,41456;-0,094112;1,0187;0,75957;0,15398;3,9386;37,655;-0,030393;-19,441;1,0538;8,5606;170,84;4,8939;62,94;5,7992;707,73;B;U
0;0,40203;0,13338;1,5777;-28,69;0,42531;0,091773;1,4874;0,69573;0,59797;0,097577;0,39753;0,13191;0,091773;1599;0,22827;2,4874;0,091773;0,13191;82,919;0,091983;0;0,81586;0,55861;0;0,20979;0,56381;0,13191;198,55;1,8392;1,0562;0,090688;0,69573;0,76914;0,13035;0,082022;0,14569;0,13221;181,16;98,237;0;0,89311;135,86;0,091983;0,13221;0,90599;0,23086;0,54371;0,94055;1,2098;0,38999;0;0,61865;0,28625;4,4019;3,7155;121,12;3,0136;1,0943;B;U
0,016725;0,43246;0,079691;1,1843;-21,22;0,016725;0,020505;0,97673;1,0084;0,4224;0,020505;0,047414;0,04265;0,020505;2796,5;0,13052;2,3124;0,020505;0,015493;42,021;0,033613;0,012637;0,020505;0,4224;0,12178;0,16335;0,23862;0,015493;120,28;3,0347;0,077725;0,033613;1,349;0,4224;0,025398;0,27569;0,20442;0,025398;108,37;66,345;0,10977;0,83195;42,376;-0,002328;-0,001759;1,1843;0,43246;0,32952;0,86583;0,86583;0,008371;0,039595;0,99163;0;8,6861;5,5016;119,27;3,0603;2,7129;B;U
-0,32543;3,0059;-1,1407;0,33209;-310,77;-0,32543;-0,32543;-0,66732;0,75303;-2,0059;-0,32543;-0,19054;-0,30948;-0,32543;-3371,3;-0,10827;0,33268;-0,32543;-0,30948;19,889;-0,31869;-0,30948;-0,32543;-2,0059;-0,10827;-2,6356;2,8579;-0,30948;446,42;0,81761;-0,10602;-0,31869;1,0936;-0,70791;-0,30308;0,004752;-0,31008;-0,30308;194,06;174,17;-5,6795;0,29854;14,977;-0,31869;-0,30308;0,18869;1,7079;1,2231;-4,6344;-1,6356;-0,32797;0,16224;1,328;-0,64708;18,352;2,0956;592,84;0,61568;2,4295;B;U
-0,55123;1,3356;-0,611;0,53767;-89,033;-0,55123;-0,55123;-0,38409;0,95329;-0,51299;-0,55123;-0,41711;-0,14565;-0,55123;-1021,9;-0,35717;0,74873;-0,55123;-0,16831;23,84;-0,54473;-0,16831;-0,55123;-0,51299;-0,35717;-2,1109;0,40585;-0,16831;140,4;2,5997;-0,40786;-0,54473;3,9201;-0,49894;-0,16632;0,009665;-0,093318;-0,16632;77,763;53,923;-2,5768;0,37579;22,727;-0,61893;-0,18898;0,53201;1,3215;0,38466;-1,7723;-1,7237;-0,048998;1,0746;1,049;-0,027385;15,31;6,7689;147,28;2,4783;11,315;B;U
-0,030989;0,7747;-0,18081;0,61533;-45,481;0;-0,030989;0,29076;1,9061;0,22525;-0,010215;-0,065929;0,00806;-0,030989;18404;0,019833;1,2908;-0,030989;-0,016258;10,601;-0,010238;-0,016258;-0,039485;0,062858;0,019833;-0,25441;0,4056;-0,005359;88,985;4,1153;2,4969;-0,021885;1,9241;0,35364;-0,011481;0,008315;0,71501;-0,005371;54,636;44,035;-0,55976;0,1261;10,446;-0,056592;-0,029689;0,37335;0,47004;0,243;0,31694;0,49759;-0,011488;-0,13758;1,0053;0,57;34,43;8,2889;90,007;4,0552;2,682;B;U
-0,31683;1,4961;-1,201;0,15874;-97,163;-0,67442;-0,31683;-0,33161;4,3782;-0,49612;-0,26633;-0,22193;-0,05584;-0,31683;-2233,7;-0,16341;0,66839;-0,31683;-0,072365;7,5827;-0,29318;-0,072365;-0,27875;-0,55488;-0,16341;-1,5533;0,34115;-0,06083;107,67;3,405;3,249;-0,46104;4,5941;-0,49612;-0,1053;0,002086;-0,22583;-0,066964;18,644;11,061;-3,4834;0,065799;6,8298;-0,36553;-0,083489;0,15146;1,4276;0,29369;-0,64169;-0,64169;-0,1054;0,63861;1,0581;0;48,136;32,999;119,01;3,0669;5,6628;B;U
0,004547;0,52369;-0,013793;0,93775;-17,864;-0,001956;-0,000564;0,90954;1,9634;0,47631;0,013458;-0,002545;0,02901;-0,000564;3355,9;0,10876;1,9095;-0,000564;-0,000287;14,845;0,013445;0,002316;-0,07442;0,31693;0,11852;-0,017411;0,26382;0,006855;39,689;9,2568;3,9169;-0,074492;2,0647;0,65674;-0,037941;0,049666;0,24598;0,006848;36,585;21,74;0,056937;0,5774;14,209;-0,044076;-0,022449;0,3968;0,22159;0,10803;0,60125;0,829;-0,037941;0,009545;1,0003;0,37879;24,587;16,789;41,195;8,8603;2,4784;B;U
-0,1479;0,71728;-0,19632;0,54446;-81,756;0;-0,1479;0,39415;1,3536;0,28272;-0,10494;-0,34318;-0,072663;-0,1479;-2661,8;-0,13713;1,3941;-0,1479;-0,10926;32,538;-0,11013;-0,10926;0,98625;-0,19373;-0,13713;-0,25651;0,52796;-0,08188;107,03;3,4161;2,0525;-0,11601;1,3536;0,51155;-0,085705;0,020224;-0,39464;-0,081356;60,919;28,381;-1,2256;0,26445;29,917;-0,15967;-0,11795;0,32712;0,43096;0,29273;0,36939;0,66838;-0,085705;-0,52314;1,1193;0,80941;11,218;12,861;116,21;3,141;1,7686;B;U
-0,044442;0,65489;0,088739;1,7611;-155,92;0;-0,044226;0,52698;0,16688;0,34511;-0,039395;-0,3793;-0,058149;-0,044226;-24633;-0,014818;1,527;-0,044226;-0,26502;366,14;-0,040805;-0,26631;-0,052928;-0,052771;-0,015147;0,11167;3,9034;-0,2466;230,54;1,8558;0,33042;-0,017721;0,17699;0,79546;-0,10619;0,030815;-3,4746;-0,24451;441,25;75,111;-0,26548;0,32534;282,37;-0,075327;-0,45138;0,31355;0,1166;0,53884;0,43429;1,001;-0,10619;-0,12878;1,2499;1,3049;0,99688;4,8595;255,02;1,4312;0,21;B;U
-3,8862;5,6014;-4,6362;0,17232;-278,03;-3,8862;-3,921;-0,8259;0,40368;-4,6262;-3,921;-0,7;-1,6077;-3,921;-521,93;-0,69933;0,17853;-3,921;-1,6092;0,44167;-3,7219;-1,595;-3,921;-4,6262;-0,69313;-133,48;2,0664;-1,6092;338,73;1,0776;-0,66446;-3,7219;2,5003;-4,6262;-1,5275;0,10463;-0,049528;-1,5275;56,802;56,36;-1318,1;0,1718;0,1783;-3,7256;-1,5291;0,17232;5,6014;0,92802;-133,2;-133,2;-1,4772;0,84005;2,4772;0;826,4;6,4762;839,09;0,43499;70,153;B;U
